Date,Open,High,Low,Close,Adj Close,Volume
2018-02-02,247.92049252657358,248.05329075710972,243.78672889231302,243.8221435546875,243.8221435546875,173174800
2018-02-05,242.05178454355112,244.17620502116972,233.07607223276216,233.6248779296875,233.6248779296875,294681800
2018-02-06,230.0930307162684,238.73237135526546,228.99541931207435,238.22781372070312,238.22781372070312,355026800
2018-02-07,237.67014070555834,241.0869126296822,236.85576558145914,236.93545532226562,236.93545532226562,167376100
2018-02-08,237.23642538580214,237.37805702441392,228.0128641455726,228.04827880859375,228.04827880859375,246449500
2018-02-09,230.85428765675775,233.34163434030648,223.879097946087,231.4739227294922,231.4739227294922,283565300
2018-02-12,233.53631370457185,236.35119803110678,231.6154941031919,234.87294006347656,234.87294006347656,143736000
2018-02-13,233.66027483124552,236.00598949310194,233.07605451694866,235.45718383789062,235.45718383789062,81223600
2018-02-14,233.96125847504936,238.99792051664463,233.95239805590404,238.63499450683594,238.63499450683594,120735700
2018-02-15,240.38758048274215,241.68879205699977,237.90906809615095,241.679931640625,241.679931640625,111200300
2018-02-16,241.05146188271218,243.7069934859673,241.00718681457928,241.750732421875,241.750732421875,160420100
2018-02-20,240.79480291541992,242.24650679301067,239.44048259716516,240.2371368408203,240.2371368408203,86369700
2018-02-21,240.6797744492158,243.17598166500747,238.944833986105,239.0421905517578,239.0421905517578,98883700
2018-02-22,239.9716247992795,241.69770471005694,238.67927321764813,239.35198974609375,239.35198974609375,110511300
2018-02-23,240.58233548760535,243.1670379638672,240.10433220258358,243.1670379638672,243.1670379638672,92766400
2018-02-26,244.24699835697137,246.08818251313699,243.65394461471868,245.9907989501953,245.9907989501953,86491400
2018-02-27,246.17665075645985,246.89366923588844,242.85723581646857,242.91920471191406,242.91920471191406,99099200
2018-02-28,244.02571438152242,244.47716352801365,240.13979939995758,240.4584503173828,240.4584503173828,121907800
2018-03-01,240.2460372129124,241.8039583136167,235.4572235229527,236.9620361328125,236.9620361328125,176855100
2018-03-02,235.28013673102748,238.75004394555748,234.41268018749736,238.1835174560547,238.1835174560547,139083200
2018-03-05,236.98857837319935,241.55609744877376,236.8823343834178,240.93646240234375,240.93646240234375,97307400
2018-03-06,241.9190311989994,241.9987209561515,240.04245897871405,241.54727172851562,241.54727172851562,79213200
2018-03-07,239.36965846914396,241.81272945938875,239.17491838169636,241.4586639404297,241.4586639404297,87063500
2018-03-08,242.14033335405557,242.75110808859392,241.1401053091307,242.627197265625,242.627197265625,66901200
2018-03-09,244.04348927751408,246.8494873046875,243.72481127602606,246.8494873046875,246.8494873046875,113625300
2018-03-12,247.1415836002588,247.77005209910882,246.15016204959065,246.53964233398438,246.53964233398438,71924800
2018-03-13,247.70803820414832,248.21259580096068,244.33551450077354,244.9462890625,244.9462890625,91968900
2018-03-14,245.9111658020039,246.0970455182867,243.1317224234172,243.68936157226562,243.68936157226562,105895100
2018-03-15,244.20275808192113,244.8489203287661,242.9192399800569,243.42379760742188,243.42379760742188,83433000
2018-03-16,243.954380618957,244.74535683863414,243.63445346605235,243.68777465820312,243.68777465820312,100343700
2018-03-19,242.932309247711,243.86545705649945,238.7286419127244,240.3905487060547,240.3905487060547,109208400
2018-03-20,240.7905273119589,241.4393046381475,240.1150893899907,240.79942321777344,240.79942321777344,59757300
2018-03-21,240.75495046889054,242.86121872251044,240.12396500764322,240.33724975585938,240.33724975585938,78709600
2018-03-22,238.09764240228273,238.95080838733762,234.0539388532553,234.3294677734375,234.3294677734375,148785900
2018-03-23,234.77389041514425,235.10271347863127,229.13936456233742,229.3348846435547,229.3348846435547,183534800
2018-03-26,232.96090691781137,235.89368124637934,230.5435798686785,235.60928344726562,235.60928344726562,141956100
2018-03-27,236.55131149341534,237.0845233676225,230.0369595063443,231.6011199951172,231.6011199951172,129941400
2018-03-28,231.73446121901893,233.4141602650466,229.80592088339455,230.9168243408203,230.9168243408203,146452300
2018-03-29,232.06321920519167,235.7425434424715,230.92565546876068,233.86732482910156,233.86732482910156,111601600
2018-04-02,233.33411117150956,233.8495854751294,226.33098620312416,228.8194122314453,228.8194122314453,186286300
2018-04-03,230.06362964338052,232.23211509398098,228.25952373637787,231.752197265625,231.752197265625,119956900
2018-04-04,228.1795659911949,234.94273309818178,228.04626300306973,234.2317657470703,234.2317657470703,123715300
2018-04-05,236.00029809814026,236.96902969162903,234.9071865537097,236.08030700683594,236.08030700683594,82652600
2018-04-06,234.107330649636,235.6092469649989,229.29044198904765,230.8190460205078,230.8190460205078,179521200
2018-04-09,232.28544231452105,235.36931109609853,231.01457539251095,231.9566192626953,231.9566192626953,105442900
2018-04-10,234.86274084261026,236.43579739740815,233.71630807413945,235.6448211669922,235.6448211669922,103529000
2018-04-11,234.15179343772374,236.08033381626313,234.0807075483999,234.40953063964844,234.40953063964844,91140200
2018-04-12,235.7425684752777,237.28893713950225,235.56481310441114,236.33799743652344,236.33799743652344,68890500
2018-04-13,237.65334317082176,237.76888146260518,234.63169138070813,235.6448211669922,235.6448211669922,85079200
2018-04-16,237.2889935340357,238.3554717693728,236.46248781856696,237.58226013183594,237.58226013183594,63405300
2018-04-17,239.35967728053276,240.72831785788958,238.8442300385403,240.12399291992188,240.12399291992188,64682000
2018-04-18,240.56828741071072,241.11039509864713,239.8395284766077,240.3016815185547,240.3016815185547,57303900
2018-04-19,239.6440386488183,239.84845460633704,237.92881057592464,238.9686279296875,238.9686279296875,77655900
2018-04-20,238.89758390469913,239.11976461419135,236.05365997453103,236.9423828125,236.9423828125,99953100
2018-04-23,237.52000480599133,238.07990436943388,235.82254142790674,236.9067840576172,236.9067840576172,65558000
2018-04-24,237.9377414762592,238.15992215428597,232.20546913450184,233.71630859375,233.71630859375,112885500
2018-04-25,233.65410960169586,234.7383524793565,231.82334284261321,234.2939910888672,234.2939910888672,103840900
2018-04-26,235.3248715879525,237.51112165250322,234.88051027522565,236.67572021484375,236.67572021484375,67731900
2018-04-27,237.28888243565447,237.59104479913867,235.95579882646538,236.89784240722656,236.89784240722656,57053600
2018-04-30,237.51997555736216,238.07987505185767,235.00487578393896,235.07598876953125,235.07598876953125,82182300
2018-05-01,234.50727801491746,235.6004168092853,232.9431172272042,235.4937744140625,235.4937744140625,74203400
2018-05-02,235.2982246645307,236.1158343393192,233.52077931035637,233.9118194580078,233.9118194580078,86368900
2018-05-03,233.07641989790184,234.0539931534452,230.22360055327914,233.39634704589844,233.39634704589844,136311500
2018-05-04,232.41876217952955,237.10234839691438,232.08993910381164,236.4180145263672,236.4180145263672,91222100
2018-05-07,237.19125016645035,238.1954841865917,236.4980203191818,237.21791076660156,237.21791076660156,55304900
2018-05-08,236.84463524281608,237.5822632614453,235.64485399267448,237.21791076660156,237.21791076660156,67499200
2018-05-09,237.8933060034826,239.83961105128967,237.3689628206107,239.5107879638672,239.5107879638672,59666100
2018-05-10,240.25730325208863,242.07920114948223,240.15066086232233,241.75035095214844,241.75035095214844,72063900
2018-05-11,241.87478572752246,242.7546125668441,241.35931134687678,242.48800659179688,242.48800659179688,59871500
2018-05-14,242.92342747755535,243.58107350975945,242.05246958279415,242.60350036621094,242.60350036621094,54790600
2018-05-15,241.36817414697123,241.38593883564917,239.9817690235548,240.93270874023438,240.93270874023438,87036100
2018-05-16,240.96824294163184,242.4079691195213,240.9415552285913,241.94581604003906,241.94581604003906,53942600
2018-05-17,241.6792227289828,242.82568246146604,240.95935960249966,241.74143981933594,241.74143981933594,56536400
2018-05-18,241.39489847790625,241.75927810447888,240.78167753582903,241.1371612548828,241.1371612548828,64368000
2018-05-21,242.63008519558667,243.4921469164044,242.23904521160836,242.95001220703125,242.95001220703125,58025900
2018-05-22,243.4744851565388,243.73222235674393,241.9458808904375,242.2747039794922,242.2747039794922,52966400
2018-05-23,240.99491511925532,242.9678803412767,240.8349244416183,242.94119262695312,242.94119262695312,64694200
2018-05-24,242.54130081610177,242.81680266690321,240.64831723876975,242.4435272216797,242.4435272216797,76043800
2018-05-25,241.86585998535156,242.4968454629042,241.3592815735859,241.86585998535156,241.86585998535156,56374800
2018-05-29,240.23055068091372,240.99486605105903,237.96431940102292,239.08409118652344,239.08409118652344,115908600
2018-05-30,240.3995119325405,242.719065369386,240.3284260436909,242.2747039794922,242.2747039794922,69678400
2018-05-31,241.86592018335386,242.16808270022744,240.18624808637006,240.7905731201172,240.7905731201172,93519900
2018-06-01,242.09691323443818,243.4566576518263,242.02580024226918,243.1544952392578,243.1544952392578,71258400
2018-06-04,243.98102193786585,244.56758212684406,243.74107659214565,244.30984497070312,244.30984497070312,45385200
2018-06-05,244.4432184812199,244.86981522949065,243.67003391133608,244.4876708984375,244.4876708984375,51135000
2018-06-06,245.10083151423686,246.6383043676994,244.4787147997166,246.5316619873047,246.5316619873047,62732200
2018-06-07,247.02043335214577,247.3136998479239,245.58957600286558,246.5049591064453,246.5049591064453,72969400
2018-06-08,246.04290988179324,247.2871163636922,245.87405038192833,247.23379516601562,247.23379516601562,72139700
2018-06-11,247.45599492553353,248.28250067485502,247.3404566144451,247.56263732910156,247.56263732910156,58892500
2018-06-12,247.980269051816,248.24687498643988,247.23374531320746,247.8825225830078,247.8825225830078,72329000
2018-06-13,248.1225202113046,248.38025741686207,246.88718250334594,247.0915985107422,247.0915985107422,79070600
2018-06-14,247.96252534929437,248.2468959964065,247.11822794876022,247.71368408203125,247.71368408203125,77097600
2018-06-15,246.9245527670685,247.7369252989717,245.80866092271575,247.39768981933594,247.39768981933594,120041600
2018-06-18,245.93362975240677,247.01383268668525,245.45158408483746,246.8888397216797,246.8888397216797,52917600
2018-06-19,244.603389456138,246.16563738149654,244.18381320930402,245.9424591064453,245.9424591064453,97531500
2018-06-20,246.62995525920095,247.031687242043,246.0229166018236,246.36215209960938,246.36215209960938,53785500
2018-06-21,246.35318667124238,246.37105837537277,244.3178011723348,244.81771850585938,244.81771850585938,71061400
2018-06-22,246.08531567174228,246.2013727427746,245.04082927589536,245.26400756835938,245.26400756835938,54898500
2018-06-25,244.10348470585345,244.26416653363083,240.22911292326557,241.92526245117188,241.92526245117188,137854200
2018-06-26,242.49669944324208,243.3179805771936,241.73788754700536,242.4609832763672,242.4609832763672,68547400
2018-06-27,243.05020761977178,244.48746340441278,240.30063454143612,240.45240783691406,240.45240783691406,105110700
2018-06-28,240.3988470404197,242.5949148140646,239.68465983196776,241.8271942138672,241.8271942138672,76650500
2018-06-29,242.92518427057223,244.29997063785956,242.0592511178816,242.17530822753906,242.17530822753906,97592500
2018-07-02,240.5951843567569,242.8537480489057,240.35413431576765,242.6930389404297,242.6930389404297,63554800
2018-07-03,243.5947214638646,243.69293411266978,241.4075897970883,241.83607482910156,241.83607482910156,42187100
2018-07-05,242.96978875377542,243.8714106534591,241.88958605480403,243.8089141845703,243.8089141845703,56925900
2018-07-06,243.8357237750595,246.24603333836018,243.45183635113958,245.87110900878906,245.87110900878906,66493700
2018-07-09,246.87986874706564,248.13859785355555,246.835243976457,248.0850372314453,248.0850372314453,50550400
2018-07-10,248.54030138952115,249.07593479292538,248.24569075809782,248.97772216796875,248.97772216796875,51966800
2018-07-11,247.41558709620494,248.210115335847,246.85317312764195,247.1566925048828,247.1566925048828,77054700
2018-07-12,248.42425412928472,249.45086896772284,247.81721562836714,249.39730834960938,249.39730834960938,60124700
2018-07-13,249.2187799000535,249.89722347148899,248.76348740654552,249.5937042236328,249.5937042236328,48216000
2018-07-16,249.63835951003784,249.78116966335816,248.92417252619722,249.3705291748047,249.3705291748047,48201000
2018-07-17,248.59390665966666,250.77212957958386,248.54034603404995,250.37933349609375,250.37933349609375,52315500
2018-07-18,250.45964919524837,251.01312709981357,250.01329253112178,250.906005859375,250.906005859375,44593500
2018-07-19,250.2365015594721,250.62036179928108,249.47768968868434,249.9597625732422,249.9597625732422,61412100
2018-07-20,249.7544132008316,250.3882593176565,249.51339039521181,249.674072265625,249.674072265625,82337700
2018-07-23,249.46872495999105,250.34356649638588,249.12055372073075,250.1382598876953,250.1382598876953,47047600
2018-07-24,251.5577122880871,252.2450917866238,250.52216149268153,251.39700317382812,251.39700317382812,68026900
2018-07-25,251.14708830579517,253.86094509647802,251.10246352616218,253.53958129882812,253.53958129882812,78882900
2018-07-26,252.8163795381799,253.62872454510446,252.7181669233176,252.94134521484375,252.94134521484375,57919500
2018-07-27,253.27171106271624,253.36992370330177,250.298987428106,251.2274169921875,251.2274169921875,76768700
2018-07-30,251.3077460148195,251.4684278807589,249.38839050122786,249.9151153564453,249.9151153564453,63742500
2018-07-31,250.68287825079628,251.76305396838112,250.2990179804043,251.14707946777344,251.14707946777344,68570500
2018-08-01,251.35231183453266,251.86116486744686,250.07573857099842,250.72740173339844,250.72740173339844,53853300
2018-08-02,249.41527342456496,252.2630048318575,249.20993948262768,252.09341430664062,252.09341430664062,63426400
2018-08-03,252.2182218758155,253.22699200106013,252.0396683649358,253.17343139648438,253.17343139648438,53935400
2018-08-06,253.209321840457,254.4144635163947,252.8165256408985,254.10203552246094,254.10203552246094,39400900
2018-08-07,254.77144958414206,255.3249274447306,254.63752080078643,254.9410400390625,254.9410400390625,43196600
2018-08-08,254.77149988088516,255.23570105869427,254.36976793840185,254.83396911621094,254.83396911621094,42114600
2018-08-09,254.89640400184916,255.28919999717706,254.35186201581686,254.4857635498047,254.4857635498047,35717000
2018-08-10,253.03959516813072,253.58413720295385,252.0665136992587,252.78070068359375,252.78070068359375,77076000
2018-08-13,253.05743973950874,253.67341409476452,251.53981623513553,251.8344268798828,251.8344268798828,65732900
2018-08-14,252.56651866814778,253.6824105575557,252.17372254359987,253.4413604736328,253.4413604736328,43842000
2018-08-15,252.08440054942065,252.22723795487113,250.10257581940064,251.54876708984375,251.54876708984375,102925400
2018-08-16,252.99494291766493,254.4590058015799,252.95922675762003,253.58413696289062,253.58413696289062,69967900
2018-08-17,253.37879005179957,254.9231937837165,252.96814958449227,254.47683715820312,254.47683715820312,65618500
2018-08-20,254.93219232046636,255.28927225999163,254.4768997325861,255.02146911621094,255.02146911621094,39807500
2018-08-21,255.53915065925494,256.4854244612599,255.05707790844943,255.61949157714844,255.61949157714844,67272000
2018-08-22,255.20889419931925,255.99448629809032,254.94106385103868,255.46778869628906,255.46778869628906,44993300
2018-08-23,255.2892371620289,256.15517019913943,254.80716432604746,255.12855529785156,255.12855529785156,49204900
2018-08-24,255.7088525337014,256.8068999266529,255.65529190413824,256.6640625,256.6640625,57487400
2018-08-27,257.86921281946275,258.7976425030623,257.7085309252208,258.6905212402344,258.6905212402344,57072400
2018-08-28,259.1546989430114,259.26184743957043,258.3512623012562,258.81549072265625,258.81549072265625,46943500
2018-08-29,259.0297111943925,260.44018631273985,258.7886883954042,260.2080993652344,260.2080993652344,61485500
2018-08-30,259.72607385111013,260.10099827341065,258.55662131865336,259.15472412109375,259.15472412109375,61229500
2018-08-31,258.744028381355,259.60996140147194,258.2530469470763,259.1636047363281,259.1636047363281,66140800
2018-09-04,258.7440654702594,259.0743650908598,257.7085145894739,258.71728515625,258.71728515625,57594400
2018-09-05,258.3602316014754,258.5655655254817,257.00331681402923,258.02099609375,258.02099609375,72452400
2018-09-06,258.1281013717273,258.4316206905085,256.20877280809265,257.24432373046875,257.24432373046875,65909900
2018-09-07,256.1909372565599,257.7264056095643,255.9498871689571,256.7444152832031,256.7444152832031,73524800
2018-09-10,257.7620572701868,258.02988763508534,256.9943368264026,257.19073486328125,257.19073486328125,50210900
2018-09-11,256.53903592361934,258.48514452531043,256.1908918770728,258.0387878417969,258.0387878417969,50530500
2018-09-12,258.0477272185196,258.70832640123996,257.3067871008832,258.1012878417969,258.1012878417969,59810800
2018-09-13,259.1725423412055,259.8152970330997,258.8868675351527,259.6278076171875,259.6278076171875,51034200
2018-09-14,259.8331366931279,260.02059886212874,258.8868627535735,259.6724548339844,259.6724548339844,55079900
2018-09-17,259.6188019557891,259.65449086061733,258.0208380529647,258.2975769042969,258.2975769042969,68244000
2018-09-18,258.5118948532331,260.2973213802056,258.4851145450664,259.69921875,259.69921875,61930400
2018-09-19,259.7528348200766,260.39558959674406,259.6278418596497,259.97601318359375,259.97601318359375,49080600
2018-09-20,261.2436990574307,262.4042157426579,259.99387832754934,262.08282470703125,262.08282470703125,100360600
2018-09-21,262.82978875351046,262.9463712241286,261.68194401991025,261.8433532714844,261.8433532714844,105479700
2018-09-24,261.26041767653714,261.4039016612901,260.39056483362805,260.97344970703125,260.97344970703125,53409600
2018-09-25,261.4308211291793,261.53842728343164,260.48923991269794,260.7313537597656,260.7313537597656,44370000
2018-09-26,260.87491969756053,262.06759143751765,259.52978761334094,259.9512634277344,259.9512634277344,79739700
2018-09-27,260.42649160830223,261.77162343050685,260.14849988772215,260.6775817871094,260.6775817871094,59249500
2018-09-28,260.0497662584244,261.20658694836334,260.01391579111066,260.70440673828125,260.70440673828125,70091400
2018-10-01,261.95103436698446,262.6863798790836,260.937724419962,261.61029052734375,261.61029052734375,62078900
2018-10-02,261.4577941894531,262.1751869918936,261.0811725465453,261.4577941894531,261.4577941894531,47258200
2018-10-03,262.5159065549928,262.9373822694521,261.24253047592066,261.6012268066406,261.6012268066406,64694600
2018-10-04,261.11689269043995,261.1706957554275,257.9603276218437,259.5565490722656,259.5565490722656,111545900
2018-10-05,259.78083905612795,260.30094467632426,256.6690995378739,258.1039123535156,258.1039123535156,105951700
2018-10-08,257.41339380530235,258.4626087157315,256.023435139174,258.1039123535156,258.1039123535156,87742200
2018-10-09,257.71822391822593,259.036426428792,257.16221328030923,257.7271728515625,257.7271728515625,74339000
2018-10-10,257.2161503428423,257.28790604752714,249.1902118302382,249.56683349609375,249.56683349609375,214731000
2018-10-11,248.47269638037022,250.10479595159893,242.44650573541003,244.0696563720703,244.0696563720703,274840500
2018-10-12,248.19472950164527,248.4816975054959,244.2490152324118,247.45941162109375,247.45941162109375,183186500
2018-10-15,247.10075097513393,248.43693411099667,245.97980758046032,246.06948852539062,246.06948852539062,102263700
2018-10-16,248.0423402444475,251.82664594047085,247.5670613773375,251.4499969482422,251.4499969482422,118255800
2018-10-17,251.48578993456226,252.1224778548757,248.9031330501514,251.49476623535156,251.49476623535156,110626000
2018-10-18,250.55317828630294,251.15401578623337,246.58056279257008,247.8629150390625,247.8629150390625,134557500
2018-10-19,248.51758769747224,250.46352970546525,247.02897189114395,247.7284393310547,247.7284393310547,139901600
2018-10-22,248.40101845103294,248.72383696350795,246.07842737480019,246.61648559570312,246.61648559570312,82415800
2018-10-23,242.9756343676278,246.49089656137042,240.87720482701437,245.36097717285156,245.36097717285156,146352700
2018-10-24,245.10991105218386,245.4955363104898,237.37094221245883,237.9269256591797,237.9269256591797,177806700
2018-10-25,239.77430456531874,243.746921790494,238.74304201109464,242.19552612304688,242.19552612304688,138061500
2018-10-26,238.4650224429869,243.0205242886372,235.20979849541715,237.9359130859375,237.9359130859375,201574600
2018-10-29,241.04759943865835,242.34790441460515,233.021663057574,236.6176300048828,236.6176300048828,160749100
2018-10-30,236.4472454672982,240.4377861403637,235.95401412561196,240.12391662597656,240.12391662597656,157116000
2018-10-31,242.70653912507,245.02018048062462,242.2312604538543,242.68861389160156,242.68861389160156,128296300
2018-11-01,243.5585274099487,245.46861887156703,242.46448582646087,245.27133178710938,245.27133178710938,99495000
2018-11-02,246.38326209029853,246.8137140380718,241.75600627712876,243.8185577392578,243.8185577392578,122634100
2018-11-05,244.31178387598302,245.7196949266399,243.3343248121819,245.16371154785156,245.16371154785156,65622500
2018-11-06,245.10098625196306,246.87654293513913,245.03820685875704,246.7151336669922,246.7151336669922,60085900
2018-11-07,248.9032101502669,252.07772916792334,248.47275808060493,251.9970245361328,251.9970245361328,102752100
2018-11-08,251.18989493586324,252.1853066817052,250.3917976454558,251.53964233398438,251.53964233398438,65584900
2018-11-09,250.22143379233825,250.40974459477403,247.66567772073873,249.0825653076172,249.0825653076172,98812600
2018-11-12,248.57139208153805,248.8135059542753,243.90825754653267,244.4283905029297,244.4283905029297,99673600
2018-11-13,244.89461832033794,246.90333911144967,243.24459376095783,243.97096252441406,243.97096252441406,98176600
2018-11-14,245.8542565735757,246.25777974345633,240.73379521714875,242.30311584472656,242.30311584472656,125335900
2018-11-15,241.0296637507252,245.29822375693627,239.44241820140843,244.83189392089844,244.83189392089844,135101400
2018-11-16,243.7289067973838,246.38329238476476,243.20877387569087,245.46861267089844,245.46861267089844,126668000
2018-11-19,244.8588298599507,245.1547742000552,240.39300951635818,241.31666564941406,241.31666564941406,103061700
2018-11-20,237.96278173895303,239.43347238327823,235.98096178379672,236.85081481933594,236.85081481933594,136021300
2018-11-21,238.41115323380933,239.56797427428896,237.648933754274,237.6578826904297,237.6578826904297,75563700
2018-11-23,236.00785354866954,237.47854413206406,235.90922368520557,236.0706329345703,236.0706329345703,42807900
2018-11-26,238.3394322172904,240.1060398422669,237.94485801102715,239.88185119628906,239.88185119628906,79981400
2018-11-27,238.84166742494313,240.68898010253906,238.23188073592365,240.68898010253906,240.68898010253906,75502400
2018-11-28,241.76500014906068,246.23081970214844,240.62610450658775,246.23081970214844,246.23081970214844,127629600
2018-11-29,245.45065358284322,247.10067849177832,244.3028089780721,245.6927947998047,245.6927947998047,82346400
2018-11-30,245.5403436817176,247.75532835734444,245.21752520273154,247.19036865234375,247.19036865234375,98204200
2018-12-03,251.34237610567038,251.44998227809205,248.85837573634288,250.4635467529297,250.4635467529297,103176300
2018-12-04,249.62962104105128,250.06007318285697,242.03410704159432,242.3479766845703,242.3479766845703,177986000
2018-12-06,238.4650676474136,242.09691393296575,235.3443508402373,241.98033142089844,241.98033142089844,204185400
2018-12-07,241.63945948676408,243.21775616138547,235.5146383038047,236.3575897216797,236.3575897216797,161018900
2018-12-10,236.17823013665304,237.7834283669261,231.91864622828135,236.80596923828125,236.80596923828125,151445900
2018-12-11,240.02528311031446,240.2135938693605,235.38010194203162,236.8597412109375,236.8597412109375,121504400
2018-12-12,239.8549912769916,241.2270249338025,237.97180085062024,238.05250549316406,238.05250549316406,97976700
2018-12-13,239.0030029391927,239.8728559114245,236.8507975814697,237.97174072265625,237.97174072265625,96662700
2018-12-14,235.81057738974627,236.77011136120362,233.02168377377242,233.57766723632812,233.57766723632812,116961100
2018-12-17,232.61810606865575,233.73904916590908,227.3541616626381,228.99522399902344,228.99522399902344,165492300
2018-12-18,230.64528486464434,231.31785078781093,227.12999493151148,228.74415588378906,228.74415588378906,134515100
2018-12-19,228.8248560421202,232.61812394335695,223.60575169562688,225.31854248046875,225.31854248046875,214992800
2018-12-20,224.0630897715264,225.64137283491897,219.3909926003591,221.65081787109375,221.65081787109375,252053400
2018-12-21,222.5572868287444,225.23620147104816,216.4598182428689,217.1092529296875,217.1092529296875,255345600
2018-12-24,215.6119911838422,217.2355782530651,211.30950265452,211.3726348876953,211.3726348876953,147311600
2018-12-26,212.84287732090513,222.0522003173828,210.8494705935896,222.0522003173828,222.0522003173828,218485400
2018-12-27,218.7960662135205,223.95544449391355,215.53987662402352,223.75701904296875,223.75701904296875,186267300
2018-12-28,225.11896832332044,226.7605851721075,222.29573142574773,223.46832275390625,223.46832275390625,153100200
2018-12-31,225.10092653135382,225.66918540388036,223.21576818583068,225.42564392089844,225.42564392089844,144299400
2019-01-02,221.87179588811404,226.58921986651146,221.84473725264507,225.66015625,225.66015625,126925200
2019-01-03,223.90126312996705,224.2079505863008,219.78818561793517,220.2752685546875,220.2752685546875,144140700
2019-01-04,223.324003825679,228.3029992354066,222.94516916323036,227.653564453125,227.653564453125,142628800
2019-01-07,227.9241647328809,230.864651170118,227.02217350833402,229.4485321044922,229.4485321044922,103139100
2019-01-08,231.6493946419734,232.09136153682732,229.1057727631822,231.60427856445312,231.60427856445312,102512600
2019-01-09,232.31682585308246,233.53451934517722,231.0811024485316,232.6866455078125,232.6866455078125,95006600
2019-01-10,231.14430967565727,233.7600790572302,230.45878744851456,233.5075225830078,233.5075225830078,96823900
2019-01-11,232.42508171229733,233.62474540203766,231.83879294795014,233.59768676757812,233.59768676757812,73858100
2019-01-14,231.68544816880714,232.98431770874248,231.27956864169428,232.1725311279297,232.1725311279297,70908200
2019-01-15,232.5513982231496,235.14913751164983,232.54236950184847,234.83343505859375,234.83343505859375,85208300
2019-01-16,235.26635166254192,236.29463483927486,235.05891130437027,235.40167236328125,235.40167236328125,77636700
2019-01-17,234.5267491913682,238.05353821394255,234.4816331137865,237.18760681152344,237.18760681152344,96118400
2019-01-18,239.00964457935558,240.81362702836896,237.22369204526075,240.34457397460938,240.34457397460938,127900300
2019-01-22,238.86533481838973,239.08180391476336,235.47383883339475,237.097412109375,237.097412109375,115531200
2019-01-23,238.13472137952365,238.83827346131451,235.11304515297226,237.59352111816406,237.59352111816406,86030300
2019-01-24,237.41311386982125,238.30610394294712,236.39385933304047,237.71978759765625,237.71978759765625,59204100
2019-01-25,239.57792681338483,240.561121680319,237.81906006797655,239.7312774658203,239.7312774658203,96883400
2019-01-28,237.57552357400013,237.97237445804313,236.13233185592497,237.9092559814453,237.9092559814453,85613700
2019-01-29,238.05354546930803,238.62177684081743,236.7546758526805,237.59352111816406,237.59352111816406,66136300
2019-01-30,239.11789188293315,242.20268662048173,238.3511937958689,241.3548126220703,241.3548126220703,92473700
2019-01-31,241.2916990542344,243.96158556804212,241.0752024263221,243.47450256347656,243.47450256347656,104012100
2019-02-01,243.67285068734785,244.61995770487718,242.79791836101396,243.5916748046875,243.5916748046875,85782500
2019-02-04,243.63680714579525,245.36864220032464,242.9603138087514,245.3054962158203,245.3054962158203,60744800
